Modulos com termos enriquecidos	Termos GO utilizados para enriquecimento neste modulo
18710	GO:0006950,GO:0071702,GO:0009607,GO:0036211,GO:0008037,GO:0044085,GO:0048583,GO:0048519
18718	GO:0032502,GO:0071897,GO:0071702,GO:0035556,GO:0034220
18723	GO:0006950,GO:0009605,GO:0036211,GO:0032502,GO:0015074,GO:0071897,GO:0090305,GO:0090501
18725	GO:0042221,GO:0044085
18733	GO:0010228,GO:0050793,GO:0042221
18737	GO:0036211,GO:0048511
18738	GO:0006950,GO:0006996,GO:0009056,GO:0055086,GO:0036211,GO:0071702,GO:0090480,GO:0006629,GO:0006720,GO:0044085
18739	GO:0009791,GO:0032502,GO:0006950,GO:0071702,GO:0044085,GO:0002831
18744	GO:0036211,GO:0006950,GO:0048583,GO:0007017
18753	GO:0036211,GO:0006950,GO:0006508
18754	GO:0006950
18755	GO:0006950,GO:0032259,GO:0009605,GO:0009737,GO:0009607,GO:0006508,GO:0071702
18757	GO:0006950,GO:0006790,GO:0009225,GO:0055086
18759	GO:0036211,GO:0006950,GO:0015074,GO:0006629,GO:0016053
18762	GO:0036211,GO:0006468
18763	GO:0016053
18764	GO:0032259,GO:0019748
18765	GO:0015074,GO:0070647,GO:0036211,GO:0006508
18766	GO:0071702,GO:0016192,GO:0009117,GO:0055086,GO:0043207,GO:0006950,GO:0009605,GO:0022900
18768	GO:0055086,GO:0065009,GO:0036211,GO:0071702,GO:0034220
18772	GO:0006950,GO:0036211,GO:0031347,GO:0006952,GO:0043388,GO:0006979
18773	GO:0044085,GO:0034220
18775	GO:0071702,GO:0035556,GO:0015980,GO:0006508,GO:0042180
18779	GO:0006950,GO:0036211
18781	GO:0015074
18786	GO:0036211,GO:0016570,GO:0006996
18791	GO:0036211
18792	GO:0006790,GO:0036211
18793	GO:0036211
18794	GO:0036211
18797	GO:0015979
18801	GO:0036211
18805	GO:0036211
18806	GO:0002682,GO:0006950,GO:0032774
18808	GO:0019748,GO:0065009,GO:0032502
18809	GO:0036211
18811	GO:0034220
18812	GO:0032502
18815	GO:0032259,GO:0006950,GO:0042886
18816	GO:0065008
18818	GO:0006950,GO:0071702
18819	GO:0042440,GO:0007017,GO:0006950,GO:0006812
18821	GO:0036211,GO:0006950,GO:0006468,GO:0044085
18826	GO:0036211,GO:0046273,GO:0006396,GO:0019693,GO:0015980,GO:0032502
18827	GO:0009056
18831	GO:0042221
18833	GO:0015074
18836	GO:0009056,GO:0098662,GO:0036211,GO:0006952
18840	GO:0006790
18841	GO:0032259
18844	GO:0036211,GO:0006950,GO:0071702,GO:0048519,GO:0046654,GO:0032259
18847	GO:0036211,GO:0016192,GO:0006468,GO:0032774,GO:0042221,GO:0007005,GO:0006396,GO:0071702,GO:0006996,GO:1905392
18848	GO:0006952,GO:0015074
18850	GO:0032196,GO:0042221,GO:0043648,GO:0071702,GO:0006996,GO:0048518,GO:0044262,GO:0006950,GO:0009056,GO:0036211
18851	GO:0071702,GO:0009056
18856	GO:0006950,GO:0006396,GO:0036211,GO:0042221
18859	GO:0006950
18862	GO:0036211
18864	GO:0006950,GO:0009605,GO:0006952,GO:0009607,GO:0006396,GO:0036211,GO:0007017,GO:0006996,GO:0043933,GO:0016192,GO:0009056
18865	GO:0042221,GO:0006996
18866	GO:0042908,GO:0016053,GO:0009056,GO:0006950
18867	GO:0090305,GO:0006950,GO:0071396,GO:0006952,GO:0018193,GO:0006468
18868	GO:0006629,GO:0048519,GO:0071702,GO:0055086,GO:0061025,GO:0016192
18869	GO:0071897
18871	GO:0006950
18872	GO:1901565,GO:0036211,GO:0009056,GO:0044085,GO:0006996,GO:0035556,GO:0048585,GO:0042221,GO:0044706,GO:0006950,GO:0007017,GO:0044262,GO:0071702
18874	GO:0009451,GO:0007275,GO:0032502,GO:0009791,GO:0042221,GO:0036211,GO:0006950,GO:0009605,GO:0071702,GO:0071462,GO:0044262,GO:0009056,GO:0002181,GO:0016053
18875	GO:0071702,GO:0007034,GO:0042221,GO:0009056
18876	GO:0006950,GO:0006397,GO:0009451,GO:0032774,GO:0036211,GO:0048518,GO:0042221,GO:0006468,GO:0042908
18878	GO:0006950,GO:0036211,GO:0009056,GO:0010035,GO:0071702,GO:0006457,GO:0009605,GO:0033036,GO:0006396,GO:0009820
18879	GO:0036211,GO:0006468,GO:0006950,GO:0044085,GO:0022607,GO:0009605
18880	GO:0070536,GO:0070646,GO:0071702,GO:0006629,GO:0006950,GO:0009311,GO:0034220,GO:0036211,GO:0007017,GO:0015074,GO:0055086,GO:0006278
18881	GO:0032502
18882	GO:0040034
18883	GO:0006310
18884	GO:0016192,GO:0048519,GO:0009056,GO:0071272,GO:0097295,GO:0032774,GO:0048523,GO:0065009,GO:0044262,GO:0036211,GO:0071702,GO:0006996,GO:0007049
18885	GO:0006950,GO:0016053,GO:0071897
18887	GO:0006950,GO:0009056,GO:0006508,GO:0006325,GO:0036211,GO:0008037,GO:0034220,GO:0018205,GO:0006629,GO:0007166,GO:0090407
18890	GO:0036211,GO:0007017,GO:0006950,GO:0098542,GO:0006468,GO:0055086,GO:0071897,GO:0042221,GO:0007166,GO:0015074
18891	GO:0006508
18892	GO:0034220,GO:0016053,GO:0071702,GO:0006508,GO:0006605,GO:0036211,GO:0065008,GO:0016192,GO:0044085
18893	GO:0006950,GO:0019748,GO:0042221,GO:0009308,GO:0009056,GO:0046208,GO:0033554,GO:0034220,GO:0071257,GO:1990573,GO:0006457,GO:0016053,GO:0035556,GO:0043933,GO:0006979,GO:1901700,GO:0000302,GO:0006970,GO:0051259,GO:0010035,GO:0015979,GO:0009628,GO:0055080,GO:0019725,GO:0055065,GO:0006812,GO:0044085,GO:0036211,GO:0009266,GO:0009719,GO:0022607,GO:0018208,GO:0010167,GO:0032774
18894	GO:0006950,GO:0071702,GO:1901575,GO:0009056,GO:0071897,GO:0036211,GO:0032774,GO:0006508
18895	GO:0015074,GO:0006950,GO:0006396,GO:0036211,GO:0006468,GO:0009056,GO:0006508,GO:0006414,GO:0044085,GO:0015979,GO:0032774
18897	GO:0006950,GO:0036211,GO:0009607,GO:0034220,GO:0044085,GO:0006508,GO:0009605,GO:0042221,GO:0009308,GO:0051302,GO:0007017
18898	GO:0036211,GO:0009605,GO:0006950,GO:0033036,GO:0032774,GO:2000112,GO:0071702,GO:0006457,GO:0006396,GO:0015074
18900	GO:0035556,GO:0006950,GO:0006468,GO:0036211,GO:0090116,GO:0032259,GO:0043455,GO:0071702,GO:0034220
18902	GO:0034470,GO:0006396
18903	GO:0036211,GO:0006950,GO:0048518,GO:0044262,GO:1901701,GO:0042221,GO:0006508,GO:0015074
18904	GO:0006950,GO:0006468,GO:0036211,GO:0042221,GO:0009807,GO:0006996,GO:0048519,GO:0090305,GO:0044085,GO:0065009,GO:0032259
18905	GO:0007389,GO:0006396,GO:0036211,GO:0016311,GO:0032196,GO:0006996,GO:0006074,GO:0055086,GO:0006950,GO:0007167,GO:0016192,GO:0006508
18907	GO:0048367,GO:0090567,GO:0006508,GO:0009607,GO:0009605,GO:0044085,GO:0036211,GO:0006950,GO:0015074,GO:0009056
18908	GO:0006325,GO:0036503,GO:0061077,GO:0006950,GO:0019748,GO:0009605,GO:0034220,GO:0048519,GO:0032196,GO:0006468,GO:0009056,GO:0006766,GO:0006508,GO:0016053,GO:0036211
18909	GO:0006950,GO:0071554,GO:0044262,GO:0009605,GO:0036211,GO:0033233,GO:0055086,GO:0006629,GO:0071702
18910	GO:0036211,GO:0044085,GO:0032259,GO:0006457,GO:0006950,GO:0034976,GO:0009056,GO:0032774,GO:0043632,GO:0052865,GO:0033013
18911	GO:0036211,GO:0006950,GO:0009605,GO:0009607,GO:0006413,GO:0031124,GO:0048511,GO:0034220,GO:0015074,GO:0071702,GO:0006996
18912	GO:0006950,GO:0009607,GO:0016053,GO:0036211,GO:0006766,GO:0034220,GO:0006996,GO:0090407,GO:0019748,GO:0006366,GO:0006457,GO:0033036,GO:0006812,GO:0051649
18913	GO:0006950,GO:0009605,GO:0035556,GO:0032774,GO:0036211
18914	GO:0006950,GO:0036211,GO:0009607,GO:0006468,GO:0015074,GO:0006790,GO:0007017,GO:0042221,GO:0015980,GO:0071702
18916	GO:0036211,GO:0032502,GO:0042752,GO:0006468,GO:0065009,GO:0006413,GO:0006950
18917	GO:0006996,GO:0048518,GO:0006351,GO:0006414,GO:0009056,GO:0006950,GO:0065009,GO:0032259,GO:0042221,GO:0043648,GO:0048583,GO:0006396,GO:0071702,GO:0044085
18918	GO:0036211,GO:0046287,GO:0090305,GO:0006325,GO:0006457,GO:0005996,GO:0006396,GO:0016051,GO:0006310,GO:0006950,GO:0042221,GO:0065009,GO:0071702,GO:0006753,GO:0048583,GO:0044085,GO:0006357
18919	GO:0006457,GO:0055086,GO:0065009,GO:0090407,GO:0006629,GO:0044085,GO:0006950,GO:0036211,GO:0032774,GO:0016053,GO:0006414,GO:0007017,GO:0071702,GO:0006996
18920	GO:0016072,GO:0042254,GO:0032259,GO:0009056,GO:0036211,GO:0051056,GO:0006950,GO:0034660,GO:0033013,GO:0032774,GO:0009657
18921	GO:0006629,GO:0009791,GO:0036211,GO:0006325,GO:0009308,GO:0031124,GO:0009605,GO:0006950,GO:0009056,GO:0015074,GO:0007017,GO:0006457,GO:0048583,GO:0030029,GO:0006996,GO:0090305,GO:0070887,GO:0016053,GO:0022613,GO:0070727
18923	GO:0090305
18924	GO:0006457,GO:0036211,GO:0006950,GO:0009607,GO:0006629,GO:0019760,GO:0006508,GO:0009083,GO:0071702,GO:0009628,GO:0016053,GO:0006413,GO:0044085
18926	GO:0006457,GO:0033036,GO:0006508,GO:0008610,GO:0008202,GO:1901606,GO:0036211,GO:0006950,GO:0009605,GO:0034220,GO:0034050,GO:0044085,GO:0032774,GO:0006366
18928	GO:0006950,GO:0016053,GO:0044419
18929	GO:0034220,GO:0006950,GO:0007186,GO:0009056,GO:0009628,GO:0044419,GO:0036211,GO:0009607,GO:0035556,GO:0052865,GO:0006629,GO:0006325
18931	GO:0055086,GO:0006950,GO:0006996,GO:0009056,GO:0044085,GO:0005996,GO:0071702,GO:0042221,GO:0036211,GO:0065009,GO:0065008
18932	GO:0036211,GO:0032196,GO:0032774,GO:0006396,GO:0006950,GO:0055086,GO:0006508,GO:0009056,GO:0005996,GO:0048518
18933	GO:0032196,GO:0036211,GO:0055086,GO:0009605,GO:0007275,GO:0042908,GO:0006950,GO:0043933,GO:0071702,GO:0006414,GO:0006468,GO:0071897,GO:0044085,GO:0006357,GO:0006642,GO:0009056,GO:0090407,GO:0006508,GO:0032774,GO:0051604,GO:0044262
18936	GO:0006950,GO:0042594,GO:1901700,GO:0009743,GO:0009451,GO:0036211,GO:0006396,GO:0006790,GO:0032970,GO:0006457,GO:0032392,GO:0015980,GO:0071702,GO:0006812,GO:0006996,GO:0090407,GO:0065009
18939	GO:0036211
18940	GO:0044419,GO:0009605,GO:0006310,GO:0071702,GO:0032196,GO:0036211,GO:0015074,GO:0006508,GO:0055086,GO:0048518,GO:0065009,GO:0032259,GO:0006950,GO:0006414,GO:0002181,GO:0006629,GO:0044085,GO:0015979,GO:0032502,GO:0042180,GO:0090305,GO:0048583,GO:0007017
18943	GO:0032787,GO:0006629,GO:0006631,GO:0072330,GO:0006633,GO:1901605,GO:0009056,GO:0036211,GO:0006950,GO:0032774,GO:0048518,GO:0071702,GO:0034220,GO:0006508,GO:0035556,GO:0009607,GO:0009605,GO:0090305,GO:0032502,GO:1901565,GO:0009791,GO:0006414,GO:0048856,GO:0042221,GO:0006457,GO:0048519,GO:0006396,GO:0010431,GO:0006996,GO:0044085,GO:0016192,GO:0018193,GO:0071669,GO:0007186
18950	GO:0036211,GO:0006950,GO:0070647,GO:0032259,GO:0015074,GO:0005996,GO:0009607,GO:0044262,GO:0009615,GO:0050793,GO:0006996,GO:0006629,GO:0009056,GO:0006396,GO:0035556,GO:0006260,GO:0042221,GO:0065009,GO:0071702,GO:0090305,GO:0006310,GO:0055086,GO:0044085,GO:0005985,GO:0065008,GO:1901137,GO:0032196,GO:0071705,GO:0006952,GO:0009057,GO:0006414
18951	GO:0030163,GO:0070647,GO:0006468,GO:0036211,GO:0006629
18952	GO:0034220,GO:0098655,GO:0071554,GO:0006950,GO:0006952,GO:0016053,GO:0032502,GO:0009653,GO:0006508,GO:0071669,GO:0009664,GO:0009056,GO:0016042,GO:0006629,GO:0044248,GO:0031109,GO:0010769,GO:0065009,GO:0010119,GO:0065008,GO:0042221,GO:0036211,GO:0010033,GO:0010073,GO:0010016,GO:0009790,GO:0048869,GO:0006468,GO:0048584,GO:0070887,GO:0023051,GO:0009966,GO:0015839,GO:0001101,GO:0009266,GO:0048466,GO:0044277,GO:0048437,GO:0036377,GO:0006068,GO:0009725,GO:0006081,GO:0007049,GO:0070727,GO:0006790,GO:0006730,GO:0051552,GO:0006413,GO:0010051,GO:0010345,GO:0044419,GO:0009605,GO:0044085,GO:0048518,GO:0009607,GO:0019693,GO:0071702,GO:0009617,GO:0042742,GO:0003006,GO:0009308,GO:0046208,GO:0006357,GO:1901605,GO:1901575,GO:0009408,GO:0009628,GO:0048235,GO:0008610,GO:0019852,GO:1901335,GO:0005996,GO:0044282,GO:0010286,GO:0033036,GO:1901606,GO:0010817,GO:0019748,GO:0048583,GO:0042908,GO:0140115,GO:0098754,GO:0032774,GO:0098542,GO:1901701,GO:0009057,GO:0080092,GO:0043207,GO:0044255,GO:0016102,GO:0016101,GO:0016114,GO:0120251,GO:0010115,GO:0044036,GO:0040007,GO:0048589,GO:0035672,GO:0070482,GO:0071786,GO:0010256,GO:0009314,GO:0048522,GO:0009891,GO:0031325,GO:0010604,GO:1902680,GO:0051254,GO:0010383,GO:0006996,GO:0007275,GO:0043288,GO:0006631,GO:0000003,GO:0061458,GO:0009827,GO:0099039,GO:0042044,GO:0090558,GO:0022900,GO:0099402,GO:0060700,GO:0016054,GO:0009685,GO:0032501,GO:0009608,GO:0034440,GO:0046394,GO:0048827,GO:0075260,GO:0030163,GO:0002376,GO:0051603,GO:0009808,GO:0019439,GO:0009698,GO:0071555,GO:0044262,GO:0009833,GO:0009719,GO:0080113,GO:0045934,GO:0009900,GO:0072507,GO:0015980,GO:0046283,GO:0071396,GO:0007017,GO:0040008,GO:0099040,GO:0022622,GO:0070085,GO:0048519,GO:0010564,GO:0071495,GO:0010315,GO:0009888,GO:0048638,GO:0042542,GO:0009801,GO:0052546,GO:0048856,GO:0006753,GO:0055086,GO:0090567,GO:0051641,GO:0033559,GO:0006633,GO:0031407,GO:0030001,GO:0006812,GO:0001676,GO:0010143,GO:0055088,GO:1901000,GO:0006066,GO:0035556,GO:0072330,GO:0010336,GO:0002221,GO:0051510,GO:0071310,GO:0045229,GO:0071705,GO:0051239,GO:0090407,GO:0002504,GO:0009825,GO:0030177,GO:0007399,GO:0009723,GO:0000272,GO:0008347,GO:0031537,GO:0006690,GO:0007166,GO:0010101,GO:0045935,GO:0051094,GO:0015994,GO:0031047,GO:0097305,GO:0019953,GO:0048468,GO:0007167,GO:0045492,GO:1990937,GO:1901570,GO:0044264,GO:0010928,GO:0022607,GO:0051493,GO:0080134,GO:1900150,GO:0090305,GO:0032438,GO:0032259,GO:0006820,GO:0042592,GO:0048825,GO:0032103,GO:0050793,GO:0006457,GO:0034219,GO:0016052,GO:0071897,GO:2000032,GO:0050898,GO:0006687,GO:0015074,GO:0032787,GO:2000895,GO:0044275,GO:0051726,GO:0051246
18972	GO:0006629
18973	GO:0032196
18974	GO:0071702
18988	GO:0036211
19006	GO:0036211
19014	GO:0006950,GO:0048518
19030	GO:0015074
19031	GO:0009056
19037	GO:0032502,GO:0032259
19044	GO:0036211
19045	GO:0048511
19048	GO:0002833
19051	GO:0006508,GO:0006457
19059	GO:0006310
19062	GO:0006508
19065	GO:0015074
19068	GO:0071702
19071	GO:0006950
19076	GO:0009056
19078	GO:0015074
19079	GO:0015074
19080	GO:0048519,GO:0042221,GO:0070887,GO:0043484
19083	GO:0044085
19091	GO:0044085
19092	GO:0005996,GO:0044282,GO:0009607
19094	GO:0034660
19095	GO:0006629,GO:0007586,GO:0006508,GO:0006099,GO:0015980,GO:0055086
19097	GO:0071897
19098	GO:0006508
19103	GO:0006950
19116	GO:0034220,GO:0065008
19118	GO:0008037
19120	GO:0005996
19123	GO:0090305,GO:0036211
19126	GO:0009056
19127	GO:0036211
19128	GO:0006996,GO:0006413
19130	GO:0036211
19133	GO:0034220
19136	GO:0071702,GO:0071705
19137	GO:0071702,GO:0036211
19138	GO:0006996
19139	GO:0006950,GO:0055086
19140	GO:0006979,GO:0044085,GO:0071897
19141	GO:0009056
19142	GO:0042221,GO:0006629
19143	GO:0042221
19150	GO:0036211,GO:0009605
19151	GO:0016053
19152	GO:0036211,GO:0006950,GO:0009605,GO:0009607,GO:0071702
19156	GO:0006950
19159	GO:0022900
19160	GO:0065009
19161	GO:0071555,GO:0071554
19162	GO:1901575
19164	GO:0006950
19165	GO:0009056
19168	GO:0009627,GO:0006508,GO:0009698,GO:0019748
19169	GO:0006950,GO:0044419,GO:0009607
19176	GO:0044085
19179	GO:0036211
19182	GO:0071702
19183	GO:0006508,GO:0071554
19185	GO:0006996
19187	GO:0009605,GO:0048518,GO:0036211,GO:0044247,GO:0009057,GO:0000272,GO:0009056
19190	GO:0006950,GO:0036211,GO:0071702
19192	GO:0015074
19193	GO:0022900
19195	GO:0016053
19198	GO:0032787
19199	GO:0006396
19202	GO:0009620
19204	GO:0071554
19208	GO:0036211
19212	GO:0006396,GO:0036211
19225	GO:0016192
19226	GO:0007049,GO:0036211
19229	GO:0044255,GO:0009056,GO:0006508,GO:0006396,GO:0006414,GO:0036211
19241	GO:0071702
19249	GO:0006629,GO:0032502
19251	GO:0006950
19254	GO:0046247,GO:0006714
19256	GO:0032502
19257	GO:0090407,GO:0051093
19258	GO:0032774,GO:0006996
19260	GO:0006950
19261	GO:0006950,GO:0006575,GO:0007031
19265	GO:0051641
19266	GO:1901137,GO:0015980,GO:0070525
19267	GO:0006468
19269	GO:0051641,GO:0036211
19271	GO:0006508
19280	GO:0032196,GO:0009056
19281	GO:0006396
19284	GO:0034220,GO:0036211
19286	GO:0006950,GO:0006996
19288	GO:0006508,GO:0042221,GO:0010315,GO:0019748,GO:0006950
19290	GO:0006950,GO:0034220,GO:0006451,GO:0005996,GO:0071702,GO:0051641,GO:0032774,GO:0006508
19291	GO:0006950,GO:0071702,GO:0016053,GO:0032781,GO:0006457
19293	GO:0044085
19299	GO:0006950
19302	GO:0036211
19307	GO:0006325
19308	GO:0006950
19309	GO:0006950,GO:0009607,GO:0009615,GO:0048518,GO:0006508
19311	GO:0016053
19312	GO:0006950
19313	GO:0036211
