Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
11422	23	16	0	0	7
11423	19	0	5	6	8
11424	13	5	7	0	1
11425	23	0	12	4	7
11426	36	0	31	0	5
11428	75	0	73	1	1
11429	107	9	77	14	7
11430	30	0	22	5	3
11432	14	4	8	0	2
11435	17	0	11	3	3
11438	71	2	45	22	2
11440	74	0	53	21	0
11442	39	7	31	1	0
11444	47	0	35	11	1
11445	42	0	32	9	1
11446	175	0	157	6	12
11447	177	33	95	20	29
11448	14	0	11	2	1
11449	24	0	12	8	4
11450	20	2	5	13	0
11462	24	0	13	4	7
11469	48	0	47	1	0
11470	71	0	70	1	0
11473	56	3	49	0	4
11475	32	0	20	4	8
11476	61	14	36	5	6
11480	35	0	33	2	0
11503	36	0	26	0	10
11505	50	0	43	5	2
11507	29	10	12	3	4
11513	43	3	25	12	3
11517	11	0	0	8	3
11520	195	0	189	4	2
11522	57	24	33	0	0
11532	112	0	91	14	7
11533	87	26	32	19	10
11534	45	3	33	6	3
11537	64	0	33	0	31
11540	60	0	50	0	10
11541	39	3	28	6	2
11544	30	0	18	0	12
11545	116	0	92	5	19
11547	74	0	52	0	22
11548	52	0	48	2	2
11550	37	0	29	0	8
11552	31	0	30	0	1
11554	48	0	35	7	6
11563	54	0	30	0	24
11565	43	0	27	7	9
11566	20	0	1	13	6
11567	88	6	78	0	4
11568	64	6	54	0	4
11569	55	0	48	0	7
11571	58	3	41	8	6
11572	94	0	89	5	0
11573	90	0	83	7	0
11574	47	3	29	0	15
11575	33	0	24	7	2
11576	97	14	59	8	16
11586	41	14	17	7	3
11587	15	6	0	1	8
11592	60	38	15	7	0
11593	18	0	6	2	10
11602	41	12	26	3	0
11604	61	2	57	2	0
11605	75	5	65	3	2
11606	170	17	151	0	2
11608	76	31	18	11	16
11611	17	0	7	1	9
11612	86	0	65	1	20
11616	21	11	7	0	3
11620	19	0	5	2	12
11621	129	0	123	5	1
11625	89	0	87	1	1
11628	62	0	57	5	0
11629	32	13	15	4	0
11630	105	18	62	21	4
11632	50	4	34	9	3
11633	45	0	38	3	4
11639	97	27	41	3	26
11641	21	0	16	5	0
11643	50	0	46	1	3
11646	103	0	99	1	3
11647	118	0	114	1	3
11650	20	0	4	4	12
11651	70	0	49	7	14
11656	36	5	29	0	2
11657	44	0	23	4	17
11658	113	4	69	0	40
11659	61	0	61	0	0
11661	59	0	39	4	16
11662	53	0	42	2	9
11663	98	0	86	0	12
11665	54	19	25	8	2
11666	100	0	4	82	14
11668	21	0	8	11	2
11669	63	0	42	1	20
11673	46	34	6	2	4
11674	23	7	3	10	3
11676	93	0	79	10	4
11678	49	0	39	6	4
11685	47	5	19	18	5
11687	42	13	6	13	10
11689	58	29	12	17	0
11693	132	8	89	29	6
11694	36	0	30	6	0
11695	38	0	14	9	15
11698	42	0	41	0	1
11699	29	10	16	2	1
11700	24	6	7	2	9
11701	36	5	17	2	12
11702	69	0	69	0	0
11704	53	3	49	1	0
11705	31	0	27	1	3
11707	117	2	107	3	5
11708	97	2	90	0	5
11711	18	5	1	10	2
11712	42	3	22	10	7
11719	71	2	49	3	17
11727	115	3	68	17	27
11728	153	0	132	12	9
11729	34	0	11	22	1
11734	75	3	42	16	14
11736	82	0	77	3	2
11738	34	3	10	13	8
11744	52	5	28	0	19
11755	60	6	51	3	0
11760	27	0	19	2	6
11764	230	167	63	0	0
11768	141	0	111	11	19
11780	80	0	60	20	0
11803	134	0	120	2	12
11805	16	8	4	4	0
11808	42	10	22	7	3
11833	38	2	13	8	15
11849	24	8	9	4	3
11860	73	6	60	6	1
11867	144	24	65	40	15
11881	22	4	8	8	2
11914	134	2	123	6	3
11945	115	0	112	0	3
11964	111	3	73	9	26
11965	145	0	132	5	8
11966	97	0	89	1	7
11968	124	0	11	84	29
11969	48	7	31	7	3
11976	75	23	35	11	6
11981	118	0	104	7	7
11983	77	0	51	14	12
11992	123	2	101	14	6
11999	221	8	205	3	5
12001	89	3	76	9	1
12002	93	7	51	19	16
12004	83	7	51	16	9
12007	109	18	73	8	10
12008	100	2	82	7	9
12012	92	6	46	1	39
12017	75	19	33	12	11
12018	81	0	57	8	16
12020	58	22	22	11	3
12041	37	0	16	13	8
12044	54	24	18	1	11
12046	59	0	52	0	7
12047	72	3	60	7	2
12056	51	5	32	2	12
12057	53	0	18	15	20
12059	42	22	7	5	8
12065	44	5	21	4	14
12066	68	21	20	8	19
12069	30	4	16	4	6
12071	39	2	14	0	23
12075	115	3	99	6	7
12079	72	11	60	0	1
12087	21	2	6	8	5
12093	25	3	12	7	3
12094	54	2	40	0	12
12096	28	0	9	3	16
12097	123	0	112	4	7
12098	12	0	5	6	1
12104	199	31	139	6	23
12105	38	0	2	16	20
12107	94	4	77	11	2
12108	82	4	68	8	2
12112	111	9	65	27	10
12115	135	0	88	19	28
12117	137	0	123	0	14
12126	100	0	93	2	5
12130	96	9	40	32	15
12133	103	4	84	3	12
12134	48	4	40	2	2
12146	205	14	155	8	28
12149	142	0	123	11	8
12156	240	0	198	4	38
12166	296	4	239	20	33
12174	328	2	288	5	33
12175	271	2	255	5	9
12176	77	23	30	22	2
12182	36	2	33	0	1
12194	36	0	5	13	18
12224	43	10	17	12	4
12253	62	37	20	4	1
12255	63	9	23	12	19
12256	60	9	20	12	19
12259	19	0	15	1	3
12262	111	20	45	12	34
12267	29	2	2	13	12
12268	199	39	112	25	23
12269	73	8	23	9	33
12270	165	69	44	14	38
12274	22	8	6	7	1
12280	26	3	19	4	0
12282	215	11	78	35	91
12283	597	84	276	134	103
12288	49	41	1	5	2
12291	20	2	7	7	4
12292	25	10	6	1	8
12293	24	6	6	9	3
12294	78	3	69	6	0
12295	84	56	17	5	6
12297	80	0	77	0	3
12298	242	5	209	12	16
12299	481	6	382	18	75
12300	91	10	25	35	21
12302	148	66	37	13	32
12303	89	70	0	19	0
12304	54	0	48	1	5
12305	29	2	2	13	12
12306	19	13	3	0	3
12310	138	10	50	16	62
12315	18	0	4	13	1
12320	91	13	38	27	13
12322	12	0	2	6	4
12323	75	0	75	0	0
12326	144	13	81	31	19
12327	22	6	2	14	0
12333	146	49	68	10	19
12334	107	22	22	42	21
12338	294	11	120	46	117
12343	23	2	10	2	9
12348	20	6	7	0	7
12349	120	0	103	8	9
12351	112	33	38	15	26
12355	174	12	109	31	22
12368	142	52	47	18	25
12369	30	9	4	5	12
12370	135	35	53	19	28
12372	89	0	82	1	6
12373	67	0	60	1	6
12374	79	5	14	41	19
12377	91	0	89	1	1
12379	31	4	25	0	2
12383	20	0	13	1	6
12385	28	3	14	1	10
12386	28	3	14	1	10
12387	72	3	33	0	36
12388	48	0	38	10	0
12389	102	16	48	7	31
12390	28	13	12	2	1
12391	120	35	43	30	12
12393	103	6	65	26	6
12396	57	2	49	1	5
12397	103	0	95	2	6
12400	19	2	11	3	3
12403	165	47	94	21	3
12407	68	0	48	3	17
12408	22	8	9	1	4
12409	53	0	46	0	7
12411	119	28	53	7	31
12413	37	10	19	3	5
12414	187	67	42	30	48
12416	59	0	49	4	6
12417	131	26	51	27	27
12420	31	7	3	19	2
12427	14	6	6	1	1
12430	29	0	29	0	0
12431	148	41	85	9	13
12432	59	5	51	0	3
12434	155	35	58	44	18
12435	129	31	58	24	16
12437	83	26	28	18	11
12441	77	8	22	39	8
12444	97	0	45	24	28
12445	143	10	72	31	30
12446	37	17	15	5	0
12449	125	12	80	17	16
12452	80	17	39	9	15
12454	24	0	16	5	3
12455	177	5	159	3	10
12457	37	2	26	7	2
12458	38	0	36	0	2
12459	48	10	30	3	5
12468	104	8	36	36	24
12469	15	0	0	6	9
12471	101	10	48	19	24
12473	171	16	140	7	8
12476	48	3	45	0	0
12482	24	0	18	0	6
12485	72	9	35	7	21
12488	40	22	17	1	0
12489	53	2	34	8	9
12496	95	20	43	27	5
12497	194	0	172	5	17
12498	119	8	90	11	10
12500	188	6	153	3	26
12504	110	15	51	25	19
12510	159	26	76	27	30
12511	30	2	27	1	0
12512	75	9	24	24	18
12514	107	31	32	31	13
12515	84	13	21	40	10
12519	47	0	41	3	3
12520	18	0	18	0	0
12523	76	13	29	4	30
12527	50	0	30	0	20
12530	92	10	43	29	10
12532	47	4	21	19	3
12536	42	5	9	13	15
12538	29	0	23	6	0
12541	118	13	88	2	15
12546	93	0	74	4	15
12552	61	3	38	9	11
12554	80	10	25	19	26
12555	45	0	19	14	12
12556	236	0	212	5	19
12557	60	2	49	9	0
12560	87	9	58	17	3
12561	40	0	3	17	20
12562	126	14	56	32	24
12568	10	0	6	0	4
12574	54	9	34	4	7
12575	27	9	12	1	5
12576	38	5	8	3	22
12577	63	11	33	8	11
12578	134	0	111	3	20
12579	89	16	27	21	25
12580	53	11	31	10	1
12581	151	2	92	6	51
12582	108	0	57	0	51
12583	39	0	39	0	0
12585	64	3	27	15	19
12586	44	11	11	3	19
12587	55	4	30	7	14
12590	104	22	41	27	14
12591	64	8	56	0	0
12592	70	6	39	11	14
12593	20	0	4	1	15
12596	49	18	14	7	10
12600	34	0	27	3	4
12601	62	17	10	12	23
12603	203	3	175	15	10
12604	145	66	37	10	32
12606	29	4	8	14	3
12607	64	2	27	23	12
12610	96	0	67	4	25
12611	114	0	87	22	5
12615	69	10	34	9	16
12616	53	0	50	0	3
12618	57	0	57	0	0
12627	80	57	18	0	5
12628	55	0	45	6	4
12635	23	2	21	0	0
12638	108	0	89	4	15
12639	35	20	9	3	3
12641	63	7	41	9	6
12643	51	4	36	6	5
12645	91	4	27	45	15
12646	34	3	27	3	1
12648	61	22	11	23	5
12649	90	21	37	20	12
12650	28	0	14	7	7
12653	59	27	18	12	2
12654	109	34	53	12	10
12660	64	2	48	4	10
12661	21	7	6	1	7
12663	56	9	27	3	17
12664	29	0	17	2	10
12665	48	3	12	7	26
12667	89	0	83	4	2
12668	62	4	20	19	19
12669	45	7	28	4	6
12671	91	10	25	35	21
12675	61	0	55	5	1
12678	137	39	81	13	4
12679	72	6	40	18	8
12682	33	0	27	0	6
12683	34	0	20	10	4
12685	51	0	47	0	4
12691	39	0	38	0	1
12692	74	0	62	0	12
12693	66	0	52	6	8
12695	121	0	111	4	6
12696	43	0	39	4	0
12699	38	4	12	11	11
12700	29	2	15	5	7
12703	45	2	20	10	13
12704	24	0	17	3	4
12706	36	3	16	16	1
12707	45	6	30	1	8
12708	27	0	4	13	10
12709	48	3	45	0	0
12710	44	6	14	19	5
12711	55	16	23	12	4
12712	16	9	3	0	4
12714	108	20	43	12	33
12719	36	10	24	0	2
12722	55	2	27	6	20
12723	23	6	7	1	9
12724	54	2	21	13	18
12725	88	56	22	8	2
12726	54	0	31	8	15
12727	32	0	12	11	9
12729	38	2	16	16	4
12730	89	0	72	0	17
12731	37	3	28	0	6
12735	41	7	7	16	11
12736	17	0	7	5	5
12738	107	2	94	7	4
12739	38	0	18	10	10
12743	25	10	6	1	8
12744	40	5	10	9	16
12745	18	0	11	7	0
12746	36	2	14	7	13
12747	27	10	6	2	9
12749	54	9	26	11	8
12751	24	3	10	4	7
12752	25	0	23	0	2
12753	40	3	28	1	8
12756	33	0	10	13	10
12760	50	2	14	27	7
12762	31	2	28	0	1
12764	27	0	15	11	1
12765	48	2	13	24	9
12767	26	2	18	1	5
12768	51	8	31	2	10
12769	55	30	10	12	3
12771	103	0	80	16	7
12772	88	19	55	10	4
12773	14	0	2	9	3
12774	54	22	14	9	9
12777	43	24	10	9	0
12779	104	0	67	26	11
12781	42	0	17	5	20
12783	43	0	27	14	2
12784	42	0	30	3	9
12785	52	2	30	6	14
12787	17	6	9	2	0
12788	39	0	6	30	3
12789	36	0	14	14	8
12791	61	0	53	1	7
12792	84	5	61	12	6
12793	27	2	19	1	5
12794	87	0	66	0	21
12796	58	10	31	17	0
12805	25	2	16	3	4
12808	34	2	17	7	8
12810	16	0	6	10	0
12816	67	29	22	15	1
12817	30	7	20	3	0
12818	15	2	7	4	2
12819	23	5	8	4	6
12821	54	12	40	2	0
12822	65	7	34	17	7
12826	21	7	6	6	2
12828	84	20	49	13	2
12829	55	10	34	9	2
12831	60	17	19	22	2
12833	34	2	22	9	1
12835	34	5	19	0	10
12836	72	0	63	0	9
12837	46	0	30	11	5
12838	58	11	36	10	1
12839	13	0	4	0	9
12843	42	4	33	3	2
12846	39	6	16	3	14
12849	37	0	31	0	6
12850	26	7	13	5	1
12851	69	0	68	0	1
12852	37	8	17	10	2
12854	25	0	0	7	18
12856	65	0	27	14	24
12857	25	4	4	5	12
12858	43	0	29	5	9
12859	80	0	69	9	2
12860	16	2	10	2	2
12861	60	33	11	5	11
12862	59	0	54	2	3
12863	26	0	20	5	1
12864	28	0	14	14	0
12865	70	18	14	25	13
12868	23	2	18	3	0
12869	43	13	20	1	9
12871	36	0	24	10	2
12873	54	0	54	0	0
12876	50	0	22	23	5
12879	59	11	10	28	10
12883	47	0	35	1	11
12886	42	18	11	10	3
12888	39	9	12	13	5
12889	27	0	11	13	3
12890	36	5	23	0	8
12891	15	5	3	4	3
12892	46	0	19	0	27
12894	24	0	7	12	5
12896	32	8	23	0	1
12897	17	0	8	5	4
12900	41	0	33	0	8
12905	226	0	187	4	35
12907	31	5	4	9	13
12908	62	0	53	1	8
12910	37	0	23	10	4
12913	64	0	31	12	21
12915	16	3	8	2	3
12918	100	85	1	8	6
12919	23	0	15	7	1
12921	49	7	33	5	4
12922	32	2	8	10	12
12923	25	0	19	6	0
12925	37	0	34	3	0
12928	36	0	34	1	1
12930	33	12	7	8	6
12931	71	11	40	15	5
12932	19	2	3	12	2
12935	34	9	20	5	0
12936	27	5	8	10	4
12938	19	4	11	2	2
12940	27	0	10	6	11
12941	32	0	19	10	3
12947	39	0	31	4	4
12949	19	0	3	1	15
12951	69	43	11	11	4
12952	63	39	9	11	4
12954	20	0	10	3	7
12955	58	0	48	5	5
12956	62	0	58	1	3
12961	22	0	20	2	0
12962	63	31	2	25	5
12963	91	22	61	3	5
12964	55	0	40	13	2
12965	104	0	93	0	11
12966	22	0	22	0	0
12967	72	0	49	14	9
12968	21	0	12	5	4
12970	49	0	42	3	4
12971	47	9	12	7	19
12972	112	3	29	2	78
12973	93	0	77	9	7
12974	92	15	44	14	19
12975	45	5	36	2	2
12976	58	5	53	0	0
12977	121	0	97	1	23
12978	90	8	59	17	6
12980	48	0	48	0	0
12984	66	0	56	0	10
12985	12	2	5	5	0
12991	13	0	5	3	5
12992	24	0	7	9	8
12993	11	0	0	7	4
12999	60	7	37	14	2
13003	36	4	30	2	0
13004	37	0	34	0	3
13007	29	0	26	0	3
13008	17	0	13	0	4
13009	61	3	58	0	0
13012	12	0	8	1	3
13013	22	0	20	1	1
13017	17	0	6	9	2
13019	24	0	22	0	2
13022	31	10	16	5	0
13027	44	0	22	9	13
13031	69	5	64	0	0
13033	189	0	121	10	58
13034	37	12	24	1	0
13037	37	0	35	2	0
13046	10	0	2	3	5
13048	35	0	22	1	12
13052	65	3	55	0	7
13054	36	14	3	5	14
13057	42	2	34	4	2
13058	18	6	12	0	0
13059	31	0	25	6	0
13065	37	12	24	1	0
13071	19	0	18	0	1
13074	70	0	70	0	0
13079	36	0	10	6	20
13088	57	17	19	21	0
13096	81	5	43	10	23
13098	66	4	55	4	3
13109	27	0	27	0	0
13111	21	0	12	5	4
13113	43	0	40	0	3
13118	41	0	15	0	26
13119	48	0	31	0	17
13121	40	4	32	0	4
13122	19	0	18	0	1
13126	26	0	13	4	9
13127	25	8	7	6	4
13131	66	0	62	0	4
13133	31	6	13	6	6
13135	115	0	108	7	0
13138	20	0	10	8	2
13140	21	0	21	0	0
13144	39	26	3	4	6
13147	54	0	46	6	2
13149	12	0	7	2	3
13151	63	0	46	8	9
13159	25	0	25	0	0
13162	13	0	6	4	3
13163	23	0	19	0	4
13166	14	0	5	0	9
13172	74	28	16	13	17
13174	48	0	48	0	0
13175	42	0	20	0	22
13177	27	5	16	4	2
13179	28	0	27	0	1
13181	15	0	4	8	3
13184	19	4	15	0	0
13186	49	13	19	12	5
13189	32	0	28	0	4
13191	25	10	6	2	7
13194	30	0	7	8	15
13201	65	0	54	9	2
13203	21	0	10	4	7
13204	27	11	15	1	0
13205	81	0	72	2	7
13206	56	3	50	1	2
13207	27	3	10	9	5
13208	21	0	14	0	7
13209	9	0	5	2	2
13213	36	0	35	0	1
13214	22	0	4	4	14
13216	11	0	6	3	2
13220	20	6	7	5	2
13221	20	6	11	1	2
13223	44	0	42	0	2
13224	25	3	17	2	3
13225	20	0	0	2	18
13231	9	0	1	6	2
13232	34	5	17	2	10
13234	19	5	10	0	4
13236	16	8	0	7	1
13238	9	3	2	3	1
13239	34	5	17	2	10
13240	24	0	23	0	1
13241	43	0	34	9	0
13242	43	0	34	9	0
13248	19	11	1	0	7
13250	19	4	9	2	4
13251	24	5	17	2	0
13252	21	0	3	12	6
13253	44	0	24	0	20
13259	28	0	22	6	0
13260	14	0	1	9	4
13261	14	6	7	0	1
13267	10	5	2	1	2
13272	29	0	8	6	15
13275	28	3	19	5	1
13278	29	2	25	0	2
13279	19	0	17	0	2
13280	21	2	17	0	2
13282	63	0	60	0	3
13284	19	0	17	0	2
13285	23	12	0	4	7
13287	23	0	23	0	0
13289	16	3	10	1	2
13290	32	14	14	3	1
13292	14	0	9	0	5
13295	41	0	34	0	7
13296	15	0	13	2	0
13299	18	3	3	8	4
13300	44	0	43	0	1
13303	19	0	15	4	0
13307	22	0	20	2	0
13308	16	0	15	0	1
13309	10	0	9	0	1
13312	21	0	10	10	1
13313	19	0	16	3	0
13316	10	0	8	2	0
13317	109	4	105	0	0
13319	40	0	34	6	0
13320	39	5	34	0	0
13321	42	0	25	0	17
13322	63	0	63	0	0
13323	36	0	36	0	0
13324	52	0	44	0	8
13326	30	0	25	0	5
13327	35	0	4	27	4
13328	25	0	18	0	7
13329	26	0	21	3	2
13332	47	7	37	3	0
13333	61	0	61	0	0
13334	47	0	47	0	0
13335	54	5	36	5	8
13336	19	0	10	1	8
13337	23	0	17	3	3
13338	17	0	17	0	0
13340	14	0	3	9	2
13341	45	21	8	16	0
13342	10	0	7	1	2
13343	11	3	2	0	6
13345	10	0	7	1	2
13346	27	0	19	7	1
13347	15	0	7	6	2
13348	22	0	12	10	0
13349	33	0	23	10	0
13350	12	10	2	0	0
13351	36	0	34	2	0
13352	30	6	19	3	2
13353	20	2	13	1	4
13354	18	2	7	7	2
13355	18	0	18	0	0
13356	9	0	0	5	4
13357	13	0	0	7	6
13358	21	0	11	8	2
13359	17	4	6	7	0
13360	7	0	1	0	6
13361	23	5	17	0	1
13362	25	0	23	2	0
13363	13	0	0	8	5
13364	16	0	0	10	6
13365	20	0	11	2	7
13366	10	0	6	3	1
13367	25	15	0	10	0
13368	42	0	34	7	1
13369	16	2	9	5	0
13370	17	6	9	1	1
13371	17	5	5	0	7
13372	45	0	40	0	5
13373	28	0	25	1	2
13374	15	7	0	5	3
13375	15	0	6	5	4
13379	88	59	8	13	8
13382	86	3	34	29	20
13383	135	21	69	6	39
13384	103	21	49	22	11
13385	124	13	34	34	43
13386	162	43	81	19	19
13387	147	31	70	21	25
13388	148	29	66	40	13
13389	159	25	48	64	22
13390	194	32	84	55	23
13391	204	27	136	22	19
13392	354	4	309	5	36
13393	190	48	87	37	18
13394	406	6	376	4	20
13396	249	27	159	33	30
13397	197	28	97	18	54
13398	152	13	67	29	43
13399	244	64	55	65	60
13400	304	50	184	42	28
13401	295	38	102	92	63
13402	311	66	166	28	51
13403	294	11	161	85	37
13404	322	56	137	62	67
13405	551	36	448	22	45
13406	866	138	441	165	122
13407	1168	216	573	197	182
13612	8	0	0	7	1
13618	12	0	8	1	3
13628	299	27	158	45	69
13640	920	180	357	164	219
13641	866	168	347	148	203
13647	26	13	7	6	0
13650	13	0	8	4	1
13657	16	0	10	5	1
13660	15	2	10	2	1
13662	32	5	22	5	0
13671	55	21	15	18	1
13672	22	0	19	1	2
13673	20	0	7	6	7
13678	47	19	4	13	11
13684	60	9	18	25	8
13688	63	14	2	32	15
13692	72	3	49	8	12
13693	113	8	31	25	49
13694	77	2	34	22	19
13695	117	21	28	35	33
13697	117	12	53	16	36
13701	172	71	54	29	18
13706	188	45	65	32	46
13709	241	42	128	34	37
13710	167	3	87	20	57
13720	1352	321	573	234	224
13757	32	0	21	10	1
13839	17	15	2	0	0
13840	21	16	3	1	1
13845	30	0	3	9	18
13846	30	2	19	8	1
13847	35	6	8	16	5
13848	99	11	72	11	5
13852	11345	1187	7878	1010	1270
13853	54	21	20	13	0
13854	754	135	321	111	187
13855	1024	110	307	424	183
13856	1289	261	573	246	209
13858	48	0	45	1	2
13859	24	0	7	9	8
13864	15	6	0	6	3
13865	22	0	3	13	6
13866	149	9	51	49	40
13867	31	4	12	3	12
13868	25	11	9	0	5
13870	29	0	11	3	15
13871	29	2	14	8	5
13872	7	0	0	5	2
13873	54	9	30	9	6
13874	38	0	18	15	5
13875	71	5	53	9	4
13876	49	0	36	10	3
13877	48	31	12	0	5
13878	37	8	20	8	1
13879	106	59	26	13	8
13880	19	4	8	0	7
13881	38	5	22	8	3
13882	69	47	12	5	5
13883	22	11	5	4	2
13887	15	5	4	4	2
13888	16	3	8	1	4
13889	27	9	12	5	1
13890	37	9	14	11	3
13891	27	9	5	13	0
13892	26	9	4	10	3
13894	40	4	12	18	6
13895	37	6	22	3	6
13897	31	2	18	5	6
13898	31	8	17	1	5
13899	44	33	6	2	3
13900	34	0	22	10	2
13901	48	21	15	11	1
13902	28	0	18	5	5
13903	41	18	4	8	11
13904	28	0	19	6	3
13905	30	15	3	3	9
13906	25	2	2	7	14
13907	21	0	8	2	11
13908	27	8	18	0	1
13909	33	3	22	3	5
13910	35	20	9	4	2
13911	31	0	13	12	6
13912	36	0	8	9	19
13913	74	34	39	0	1
13914	24	0	14	0	10
13915	24	0	16	8	0
13916	58	17	32	1	8
13917	41	7	24	0	10
13918	39	2	20	6	11
13919	19	0	3	13	3
13920	27	6	16	5	0
13921	37	0	9	18	10
13922	54	10	35	5	4
13923	47	11	31	2	3
13924	28	16	5	4	3
13925	29	14	8	7	0
13926	28	17	10	1	0
13927	37	0	9	18	10
13929	18	0	7	0	11
13930	30	0	15	9	6
13932	40	0	39	1	0
13933	32	2	26	4	0
13934	20	2	14	3	1
13935	50	20	23	3	4
13936	79	40	26	9	4
13937	36	0	16	17	3
13938	36	14	3	5	14
13939	23	0	19	1	3
13941	15	7	2	3	3
13942	56	0	40	10	6
13943	20	9	1	4	6
13944	97	0	52	9	36
13945	30	2	13	10	5
13946	36	16	2	3	15
13947	23	9	8	6	0
13948	32	6	11	7	8
13949	18	0	10	7	1
13950	21	0	17	3	1
13951	27	3	9	2	13
13952	19	0	10	3	6
13953	37	0	31	2	4
13954	18	2	5	3	8
13955	24	5	13	2	4
13956	41	5	29	1	6
13957	49	7	24	14	4
13958	31	0	18	2	11
13959	39	3	8	28	0
13960	21	0	0	21	0
13961	35	3	27	0	5
13962	19	0	9	9	1
13963	56	24	3	17	12
13964	44	22	3	7	12
13965	32	10	6	4	12
13966	53	2	45	1	5
13967	51	0	37	6	8
13968	53	7	27	14	5
13969	24	4	5	11	4
13970	22	8	3	8	3
13971	38	0	24	2	12
13972	25	0	12	13	0
13973	42	2	12	14	14
13974	75	47	19	7	2
13976	77	0	72	5	0
13979	17	10	0	6	1
13980	18	0	3	5	10
13981	20	4	13	0	3
13982	24	13	8	0	3
13983	20	5	8	1	6
13984	16	4	10	2	0
13985	29	0	24	3	2
13986	43	4	13	8	18
13987	31	0	22	4	5
13988	21	0	0	21	0
13989	15	0	1	2	12
13990	113	74	18	21	0
13991	67	0	62	0	5
13992	16	0	3	12	1
13993	32	0	20	11	1
13994	20	6	2	9	3
13995	46	31	11	3	1
13996	22	0	12	9	1
13997	16	0	10	6	0
13998	43	4	13	8	18
13999	34	13	13	8	0
14000	72	56	5	5	6
14001	16	0	6	3	7
14002	33	7	19	5	2
14003	28	14	0	9	5
14004	21	2	10	8	1
14005	32	3	19	8	2
14006	23	0	7	15	1
14007	18	0	7	11	0
14008	33	16	12	0	5
14009	40	9	21	6	4
14010	52	5	31	8	8
14015	22	2	14	6	0
14018	15	0	1	4	10
14020	60	0	55	0	5
14021	40	0	16	3	21
14022	24	2	7	6	9
14023	36	7	15	7	7
14024	37	0	35	1	1
14025	17	0	7	2	8
14026	61	0	55	0	6
14027	14	3	3	1	7
14028	21	0	3	10	8
14029	10	0	6	4	0
14030	28	7	3	2	16
14031	32	0	26	6	0
14032	23	0	8	10	5
14033	25	0	14	1	10
14034	38	18	17	2	1
14035	18	6	10	2	0
14036	24	8	12	2	2
14037	16	3	12	1	0
14039	18	0	15	0	3
14040	43	4	27	0	12
14041	33	2	25	0	6
14042	24	0	9	3	12
14043	17	2	13	0	2
14044	11	0	3	4	4
14045	19	0	6	9	4
14046	35	0	30	0	5
14047	37	4	20	13	0
14048	20	14	0	6	0
14049	31	4	23	3	1
14050	10	0	1	0	9
14051	35	7	25	0	3
14052	22	4	9	8	1
14053	36	3	32	0	1
14054	19	16	0	3	0
14055	21	0	8	13	0
14056	13	0	6	5	2
14057	14	2	9	0	3
14058	35	2	12	14	7
14059	19	11	0	4	4
14060	37	0	12	19	6
14061	45	14	24	7	0
14062	22	14	3	4	1
14063	25	10	6	2	7
14064	24	7	7	8	2
14065	34	7	14	13	0
14066	33	10	0	11	12
14067	22	0	16	3	3
14068	21	0	8	2	11
14069	36	11	20	4	1
14070	30	22	8	0	0
14071	27	9	3	15	0
14072	38	3	8	14	13
14073	21	0	4	16	1
14074	13	0	5	4	4
14075	49	0	34	12	3
14076	21	0	12	4	5
14077	37	0	12	19	6
14081	51	2	38	4	7
14082	10	0	0	7	3
14083	65	0	62	0	3
14086	44	0	42	0	2
14087	34	0	9	0	25
14089	11	0	2	4	5
14090	116	0	115	0	1
14092	117	0	94	6	17
14095	31	3	21	0	7
14097	23	0	0	23	0
14098	13	5	2	1	5
14100	20	3	5	12	0
14101	42	0	42	0	0
14102	28	0	23	5	0
14103	31	0	26	3	2
14104	20	0	12	0	8
14105	12	0	5	7	0
14106	11	0	6	3	2
14107	14	0	6	8	0
14108	20	10	9	1	0
14109	18	0	0	5	13
14110	46	0	46	0	0
14111	25	3	3	12	7
14112	20	0	11	8	1
14113	87	10	72	0	5
14114	17	6	4	3	4
14115	7	2	0	4	1
14116	23	3	3	15	2
14117	28	0	26	2	0
14118	36	6	14	16	0
14119	15	0	6	5	4
14120	17	0	0	9	8
14121	10	6	0	4	0
14122	49	41	1	5	2
14123	11	0	0	8	3
14124	17	3	11	1	2
14125	15	6	0	6	3
14127	47	0	47	0	0
14128	11	4	2	5	0
14129	14	0	10	4	0
14130	13	0	8	4	1
14131	15	6	2	4	3
14132	17	15	2	0	0
14133	25	2	10	2	11
14134	25	0	0	16	9
14135	10	2	4	1	3
14137	24	7	12	5	0
14138	11	0	7	1	3
14139	10	0	3	6	1
14140	25	10	5	10	0
14141	21	0	14	0	7
14142	15	3	7	4	1
14143	15	0	14	0	1
14144	9	4	2	2	1
14145	41	33	4	4	0
14146	11	0	4	7	0
14147	19	3	8	3	5
14148	20	0	14	5	1
14149	17	0	0	10	7
14150	19	0	3	0	16
14151	14	0	9	4	1
14152	12	0	3	0	9
14154	26	0	13	12	1
14155	10	0	8	1	1
14157	20	0	4	7	9
14158	34	0	12	11	11
14159	8	0	7	0	1
14160	8	3	1	0	4
14161	14	2	8	4	0
14162	34	0	12	11	11
14163	47	3	17	15	12
14166	149	64	41	22	22
14167	90	42	20	14	14
14170	28	0	17	0	11
14173	54	25	9	7	13
14176	10	0	9	0	1
14177	26	0	26	0	0
14178	33	5	28	0	0
14184	12	6	4	0	2
14185	12	10	0	0	2
14187	54	0	42	3	9
14190	20	0	12	7	1
