NumberGroups	NumberGenes	Classification	NumberGenotypes	Sample
0	0	hard-core	30	0
16	1201	soft-core	30	0
802409	3136355	accessory	30	0
1763120	2188928	exclusive	30	0
2715811	5847111	pan	30	1
0	0	hard-core	30	1
16	1235	soft-core	30	1
889150	3587385	accessory	30	1
1826645	2258491	exclusive	30	1
2629805	5618522	pan	30	2
0	0	hard-core	30	2
20	1654	soft-core	30	2
855184	3416978	accessory	30	2
1774601	2199890	exclusive	30	2
2630482	5488221	pan	30	3
0	0	hard-core	30	3
15	1094	soft-core	30	3
828728	3263295	accessory	30	3
1801739	2223832	exclusive	30	3
2551784	5305628	pan	30	4
0	0	hard-core	30	4
21	1697	soft-core	30	4
810853	3150049	accessory	30	4
1740910	2153882	exclusive	30	4
2638879	5491043	pan	30	5
0	0	hard-core	30	5
21	1606	soft-core	30	5
825627	3242873	accessory	30	5
1813231	2246564	exclusive	30	5
2523906	5218262	pan	30	6
0	0	hard-core	30	6
17	1262	soft-core	30	6
802845	3106719	accessory	30	6
1721044	2110281	exclusive	30	6
2808673	6133303	pan	30	7
0	0	hard-core	30	7
18	1369	soft-core	30	7
939979	3825636	accessory	30	7
1868676	2306298	exclusive	30	7
2392954	4834348	pan	30	8
0	0	hard-core	30	8
13	980	soft-core	30	8
733531	2787838	accessory	30	8
1659410	2045530	exclusive	30	8
2621435	5511419	pan	30	9
0	0	hard-core	30	9
20	1560	soft-core	30	9
853797	3346118	accessory	30	9
1767618	2163741	exclusive	30	9
2774965	5951551	pan	30	10
0	0	hard-core	30	10
21	1600	soft-core	30	10
906252	3642708	accessory	30	10
1868692	2307243	exclusive	30	10
2482519	5152997	pan	30	11
0	0	hard-core	30	11
18	1341	soft-core	30	11
792203	3073987	accessory	30	11
1690298	2077669	exclusive	30	11
2824143	6284762	pan	30	12
0	0	hard-core	30	12
30	2438	soft-core	30	12
971896	4001288	accessory	30	12
1852217	2281036	exclusive	30	12
2569531	5374808	pan	30	13
0	0	hard-core	30	13
19	1522	soft-core	30	13
818655	3213467	accessory	30	13
1750857	2159819	exclusive	30	13
2573746	5328142	pan	30	14
0	0	hard-core	30	14
16	1328	soft-core	30	14
809929	3144653	accessory	30	14
1763801	2182161	exclusive	30	14
2487727	5012349	pan	30	15
0	0	hard-core	30	15
12	1019	soft-core	30	15
755023	2872440	accessory	30	15
1732692	2138890	exclusive	30	15
2620364	5625049	pan	30	16
0	0	hard-core	30	16
13	1078	soft-core	30	16
872667	3473655	accessory	30	16
1747684	2150316	exclusive	30	16
2336192	4592539	pan	30	17
0	0	hard-core	30	17
15	1239	soft-core	30	17
689978	2558576	accessory	30	17
1646199	2032724	exclusive	30	17
2614210	5522175	pan	30	18
0	0	hard-core	30	18
16	1256	soft-core	30	18
860380	3377228	accessory	30	18
1753814	2143691	exclusive	30	18
2594642	5442106	pan	30	19
0	0	hard-core	30	19
15	1191	soft-core	30	19
824052	3248022	accessory	30	19
1770575	2192893	exclusive	30	19
2449762	5005872	pan	31	0
0	0	hard-core	31	0
14	1156	soft-core	31	0
772524	2943347	accessory	31	0
1677224	2061369	exclusive	31	0
2806491	6258898	pan	31	1
0	0	hard-core	31	1
20	1593	soft-core	31	1
968626	3987039	accessory	31	1
1837845	2270266	exclusive	31	1
2123917	4179064	pan	31	2
0	0	hard-core	31	2
12	969	soft-core	31	2
636839	2345754	accessory	31	2
1487066	1832341	exclusive	31	2
2741829	5779737	pan	31	3
0	0	hard-core	31	3
14	1050	soft-core	31	3
883367	3494302	accessory	31	3
1858448	2284385	exclusive	31	3
2644934	5552810	pan	31	4
0	0	hard-core	31	4
14	1215	soft-core	31	4
848661	3331506	accessory	31	4
1796259	2220089	exclusive	31	4
2541721	5305269	pan	31	5
0	0	hard-core	31	5
12	925	soft-core	31	5
824793	3204975	accessory	31	5
1716916	2099369	exclusive	31	5
2599645	5458701	pan	31	6
0	0	hard-core	31	6
17	1327	soft-core	31	6
824711	3258648	accessory	31	6
1774917	2198726	exclusive	31	6
2647995	5502194	pan	31	7
0	0	hard-core	31	7
14	1115	soft-core	31	7
832648	3259318	accessory	31	7
1815333	2241761	exclusive	31	7
2801335	6062587	pan	31	8
0	0	hard-core	31	8
12	1053	soft-core	31	8
929724	3759484	accessory	31	8
1871599	2302050	exclusive	31	8
2729397	5798533	pan	31	9
0	0	hard-core	31	9
19	1439	soft-core	31	9
892665	3528173	accessory	31	9
1836713	2268921	exclusive	31	9
2740891	5991218	pan	31	10
0	0	hard-core	31	10
18	1521	soft-core	31	10
921391	3737271	accessory	31	10
1819482	2252426	exclusive	31	10
2460529	5089759	pan	31	11
0	0	hard-core	31	11
10	925	soft-core	31	11
787489	3033936	accessory	31	11
1673030	2054898	exclusive	31	11
2498069	5004624	pan	31	12
0	0	hard-core	31	12
16	1178	soft-core	31	12
758731	2860309	accessory	31	12
1739322	2143137	exclusive	31	12
2619372	5548872	pan	31	13
0	0	hard-core	31	13
18	1557	soft-core	31	13
864419	3397732	accessory	31	13
1754935	2149583	exclusive	31	13
2346725	4705602	pan	31	14
0	0	hard-core	31	14
10	748	soft-core	31	14
723854	2716669	accessory	31	14
1622861	1988185	exclusive	31	14
2644182	5509362	pan	31	15
0	0	hard-core	31	15
16	1270	soft-core	31	15
842997	3286368	accessory	31	15
1801169	2221724	exclusive	31	15
2433984	4892065	pan	31	16
0	0	hard-core	31	16
11	913	soft-core	31	16
749404	2822159	accessory	31	16
1684569	2068993	exclusive	31	16
2601909	5347783	pan	31	17
0	0	hard-core	31	17
12	987	soft-core	31	17
811229	3131029	accessory	31	17
1790668	2215767	exclusive	31	17
2546194	5221479	pan	31	18
0	0	hard-core	31	18
11	762	soft-core	31	18
792523	3057550	accessory	31	18
1753660	2163167	exclusive	31	18
2722362	5878048	pan	31	19
0	0	hard-core	31	19
13	1069	soft-core	31	19
902965	3634580	accessory	31	19
1819384	2242399	exclusive	31	19
2747420	6003715	pan	32	0
0	0	hard-core	32	0
24	2193	soft-core	32	0
933017	3759258	accessory	32	0
1814379	2242264	exclusive	32	0
2674744	5695759	pan	32	1
0	0	hard-core	32	1
16	1272	soft-core	32	1
898232	3526227	accessory	32	1
1776496	2168260	exclusive	32	1
2511539	5149938	pan	32	2
0	0	hard-core	32	2
12	944	soft-core	32	2
786934	3017637	accessory	32	2
1724593	2131357	exclusive	32	2
2463697	5027448	pan	32	3
0	0	hard-core	32	3
14	1174	soft-core	32	3
785934	2969912	accessory	32	3
1677749	2056362	exclusive	32	3
2595645	5448777	pan	32	4
0	0	hard-core	32	4
13	1182	soft-core	32	4
855561	3317917	accessory	32	4
1740071	2129678	exclusive	32	4
2494160	5103449	pan	32	5
0	0	hard-core	32	5
13	1080	soft-core	32	5
792077	3018598	accessory	32	5
1702070	2083771	exclusive	32	5
2799854	6017434	pan	32	6
0	0	hard-core	32	6
13	1096	soft-core	32	6
925503	3703095	accessory	32	6
1874338	2313243	exclusive	32	6
2599702	5473489	pan	32	7
0	0	hard-core	32	7
13	1124	soft-core	32	7
862105	3354828	accessory	32	7
1737584	2117537	exclusive	32	7
2352592	4786892	pan	32	8
0	0	hard-core	32	8
8	641	soft-core	32	8
749855	2828019	accessory	32	8
1602729	1958232	exclusive	32	8
2609518	5547404	pan	32	9
0	0	hard-core	32	9
15	1354	soft-core	32	9
875720	3423361	accessory	32	9
1733783	2122689	exclusive	32	9
2581554	5399043	pan	32	10
0	0	hard-core	32	10
13	1124	soft-core	32	10
821667	3219023	accessory	32	10
1759874	2178896	exclusive	32	10
2534094	5172130	pan	32	11
0	0	hard-core	32	11
8	655	soft-core	32	11
786659	3017316	accessory	32	11
1747427	2154159	exclusive	32	11
2631671	5553221	pan	32	12
0	0	hard-core	32	12
13	1164	soft-core	32	12
852153	3351781	accessory	32	12
1779505	2200276	exclusive	32	12
2714232	5850416	pan	32	13
0	0	hard-core	32	13
16	1399	soft-core	32	13
901448	3610339	accessory	32	13
1812768	2238678	exclusive	32	13
2733440	5827258	pan	32	14
0	0	hard-core	32	14
11	855	soft-core	32	14
889963	3547456	accessory	32	14
1843466	2278947	exclusive	32	14
2685967	5690038	pan	32	15
0	0	hard-core	32	15
12	940	soft-core	32	15
877955	3463887	accessory	32	15
1808000	2225211	exclusive	32	15
2584752	5363759	pan	32	16
0	0	hard-core	32	16
17	1305	soft-core	32	16
828407	3200458	accessory	32	16
1756328	2161996	exclusive	32	16
2583512	5408357	pan	32	17
0	0	hard-core	32	17
13	1039	soft-core	32	17
831478	3242381	accessory	32	17
1752021	2164937	exclusive	32	17
2693493	5731777	pan	32	18
0	0	hard-core	32	18
18	1478	soft-core	32	18
882576	3500176	accessory	32	18
1810899	2230123	exclusive	32	18
2815592	6103664	pan	32	19
0	0	hard-core	32	19
16	1313	soft-core	32	19
945409	3807243	accessory	32	19
1870167	2295108	exclusive	32	19
2636644	5534077	pan	33	0
0	0	hard-core	33	0
11	955	soft-core	33	0
855967	3344082	accessory	33	0
1780666	2189040	exclusive	33	0
2713203	5862793	pan	33	1
0	0	hard-core	33	1
9	728	soft-core	33	1
924324	3674378	accessory	33	1
1788870	2187687	exclusive	33	1
2589329	5396439	pan	33	2
0	0	hard-core	33	2
10	869	soft-core	33	2
822100	3208142	accessory	33	2
1767219	2187428	exclusive	33	2
2521745	5160182	pan	33	3
0	0	hard-core	33	3
14	1079	soft-core	33	3
793228	3027354	accessory	33	3
1728503	2131749	exclusive	33	3
2383036	4895323	pan	33	4
0	0	hard-core	33	4
12	1000	soft-core	33	4
763776	2906605	accessory	33	4
1619248	1987718	exclusive	33	4
2717506	5870097	pan	33	5
0	0	hard-core	33	5
13	1171	soft-core	33	5
925467	3677850	accessory	33	5
1792026	2191076	exclusive	33	5
2557249	5365293	pan	33	6
0	0	hard-core	33	6
14	1105	soft-core	33	6
827685	3227867	accessory	33	6
1729550	2136321	exclusive	33	6
2502983	5143933	pan	33	7
0	0	hard-core	33	7
11	1045	soft-core	33	7
795408	3041420	accessory	33	7
1707564	2101468	exclusive	33	7
2554165	5237788	pan	33	8
0	0	hard-core	33	8
10	926	soft-core	33	8
803185	3075663	accessory	33	8
1750970	2161199	exclusive	33	8
2457136	5089258	pan	33	9
0	0	hard-core	33	9
10	950	soft-core	33	9
781654	3017622	accessory	33	9
1675472	2070686	exclusive	33	9
2726932	5914113	pan	33	10
0	0	hard-core	33	10
14	1276	soft-core	33	10
920181	3686074	accessory	33	10
1806737	2226763	exclusive	33	10
2752959	5979469	pan	33	11
0	0	hard-core	33	11
12	1188	soft-core	33	11
927230	3720884	accessory	33	11
1825717	2257397	exclusive	33	11
2691201	5799070	pan	33	12
0	0	hard-core	33	12
11	968	soft-core	33	12
895376	3577620	accessory	33	12
1795814	2220482	exclusive	33	12
2579454	5434824	pan	33	13
0	0	hard-core	33	13
10	811	soft-core	33	13
855326	3321980	accessory	33	13
1724118	2112033	exclusive	33	13
2929796	6572763	pan	33	14
0	0	hard-core	33	14
11	1122	soft-core	33	14
1022715	4219834	accessory	33	14
1907070	2351807	exclusive	33	14
2585105	5441097	pan	33	15
0	0	hard-core	33	15
13	1071	soft-core	33	15
856344	3322533	accessory	33	15
1728748	2117493	exclusive	33	15
2860581	6298651	pan	33	16
0	0	hard-core	33	16
10	954	soft-core	33	16
971916	3970015	accessory	33	16
1888655	2327682	exclusive	33	16
2784992	6063009	pan	33	17
0	0	hard-core	33	17
12	1099	soft-core	33	17
959560	3829646	accessory	33	17
1825420	2232264	exclusive	33	17
2778129	6049774	pan	33	18
0	0	hard-core	33	18
15	1324	soft-core	33	18
955244	3815565	accessory	33	18
1822870	2232885	exclusive	33	18
2933977	6484932	pan	33	19
0	0	hard-core	33	19
14	1304	soft-core	33	19
1002313	4101234	accessory	33	19
1931650	2382394	exclusive	33	19
2652123	5691801	pan	34	0
0	0	hard-core	34	0
11	1032	soft-core	34	0
889294	3520317	accessory	34	0
1762818	2170452	exclusive	34	0
2704703	5751990	pan	34	1
0	0	hard-core	34	1
12	1147	soft-core	34	1
885541	3501463	accessory	34	1
1819150	2249380	exclusive	34	1
2827956	6243648	pan	34	2
0	0	hard-core	34	2
12	1220	soft-core	34	2
995848	4008790	accessory	34	2
1832096	2233638	exclusive	34	2
2897886	6381683	pan	34	3
0	0	hard-core	34	3
10	1019	soft-core	34	3
998571	4046362	accessory	34	3
1899305	2334302	exclusive	34	3
2696086	5686823	pan	34	4
0	0	hard-core	34	4
10	983	soft-core	34	4
883441	3452995	accessory	34	4
1812635	2232845	exclusive	34	4
2943960	6604373	pan	34	5
0	0	hard-core	34	5
13	1237	soft-core	34	5
1033002	4253087	accessory	34	5
1910945	2350049	exclusive	34	5
2784575	6195927	pan	34	6
0	0	hard-core	34	6
13	1269	soft-core	34	6
984876	3988510	accessory	34	6
1799686	2206148	exclusive	34	6
2686450	5768673	pan	34	7
0	0	hard-core	34	7
9	838	soft-core	34	7
920716	3609932	accessory	34	7
1765725	2157903	exclusive	34	7
2788891	6183075	pan	34	8
0	0	hard-core	34	8
12	1126	soft-core	34	8
988429	3981748	accessory	34	8
1800450	2200201	exclusive	34	8
2894501	6408627	pan	34	9
0	0	hard-core	34	9
11	994	soft-core	34	9
1004937	4079548	accessory	34	9
1889553	2328085	exclusive	34	9
2731713	5894178	pan	34	10
0	0	hard-core	34	10
9	865	soft-core	34	10
915481	3650993	accessory	34	10
1816223	2242320	exclusive	34	10
2921649	6456584	pan	34	11
0	0	hard-core	34	11
12	1159	soft-core	34	11
1007256	4097012	accessory	34	11
1914381	2358413	exclusive	34	11
2658639	5582811	pan	34	12
0	0	hard-core	34	12
10	930	soft-core	34	12
869851	3385608	accessory	34	12
1788778	2196273	exclusive	34	12
2768919	6011290	pan	34	13
0	0	hard-core	34	13
15	1399	soft-core	34	13
949659	3781012	accessory	34	13
1819245	2228879	exclusive	34	13
2799181	5933000	pan	34	14
0	0	hard-core	34	14
13	1145	soft-core	34	14
916213	3611914	accessory	34	14
1882955	2319941	exclusive	34	14
2835495	6320446	pan	34	15
0	0	hard-core	34	15
14	1170	soft-core	34	15
1008000	4087333	accessory	34	15
1827481	2231943	exclusive	34	15
2641507	5628771	pan	34	16
0	0	hard-core	34	16
12	1092	soft-core	34	16
895504	3494714	accessory	34	16
1745991	2132965	exclusive	34	16
2759016	5925883	pan	34	17
0	0	hard-core	34	17
15	1314	soft-core	34	17
925360	3672682	accessory	34	17
1833641	2251887	exclusive	34	17
2940728	6540357	pan	34	18
0	0	hard-core	34	18
15	1411	soft-core	34	18
1023948	4186905	accessory	34	18
1916765	2352041	exclusive	34	18
2802491	6034111	pan	34	19
0	0	hard-core	34	19
11	948	soft-core	34	19
946635	3761004	accessory	34	19
1855845	2272159	exclusive	34	19
2639534	5556504	pan	35	0
0	0	hard-core	35	0
16	1412	soft-core	35	0
884666	3407682	accessory	35	0
1754852	2147410	exclusive	35	0
2924633	6635963	pan	35	1
0	0	hard-core	35	1
18	1650	soft-core	35	1
1042539	4317810	accessory	35	1
1882076	2316503	exclusive	35	1
2780910	6026223	pan	35	2
0	0	hard-core	35	2
15	1334	soft-core	35	2
948094	3766694	accessory	35	2
1832801	2258195	exclusive	35	2
2879975	6322465	pan	35	3
0	0	hard-core	35	3
17	1385	soft-core	35	3
988379	3993865	accessory	35	3
1891579	2327215	exclusive	35	3
3002339	6790762	pan	35	4
0	0	hard-core	35	4
17	1532	soft-core	35	4
1068258	4412719	accessory	35	4
1934064	2376511	exclusive	35	4
2643293	5707162	pan	35	5
0	0	hard-core	35	5
18	1696	soft-core	35	5
923079	3612169	accessory	35	5
1720196	2093297	exclusive	35	5
2870283	6361554	pan	35	6
0	0	hard-core	35	6
15	1392	soft-core	35	6
1001037	4065914	accessory	35	6
1869231	2294248	exclusive	35	6
2968442	6746501	pan	35	7
0	0	hard-core	35	7
18	1732	soft-core	35	7
1060871	4395320	accessory	35	7
1907553	2349449	exclusive	35	7
2751898	6046147	pan	35	8
0	0	hard-core	35	8
16	1475	soft-core	35	8
958638	3849521	accessory	35	8
1793244	2195151	exclusive	35	8
2614230	5490466	pan	35	9
0	0	hard-core	35	9
13	1083	soft-core	35	9
868496	3352566	accessory	35	9
1745721	2136817	exclusive	35	9
2823485	6219154	pan	35	10
0	0	hard-core	35	10
16	1473	soft-core	35	10
995611	3983124	accessory	35	10
1827858	2234557	exclusive	35	10
2882797	6354416	pan	35	11
1	98	hard-core	35	11
18	1699	soft-core	35	11
1000704	4039573	accessory	35	11
1882075	2313144	exclusive	35	11
2986765	6716605	pan	35	12
0	0	hard-core	35	12
15	1354	soft-core	35	12
1053408	4341081	accessory	35	12
1933342	2374170	exclusive	35	12
2949141	6660971	pan	35	13
0	0	hard-core	35	13
14	1390	soft-core	35	13
1045925	4318934	accessory	35	13
1903202	2340647	exclusive	35	13
2714356	5860666	pan	35	14
0	0	hard-core	35	14
20	1697	soft-core	35	14
920897	3647876	accessory	35	14
1793439	2211093	exclusive	35	14
2764049	6007662	pan	35	15
0	0	hard-core	35	15
14	1315	soft-core	35	15
947903	3776532	accessory	35	15
1816132	2229815	exclusive	35	15
2959910	6582528	pan	35	16
0	0	hard-core	35	16
15	1407	soft-core	35	16
1037287	4224810	accessory	35	16
1922608	2356311	exclusive	35	16
2854655	6295987	pan	35	17
0	0	hard-core	35	17
17	1681	soft-core	35	17
994773	4007362	accessory	35	17
1859865	2286944	exclusive	35	17
2711550	5679704	pan	35	18
0	0	hard-core	35	18
10	918	soft-core	35	18
881463	3427690	accessory	35	18
1830077	2251096	exclusive	35	18
2809610	6179794	pan	35	19
0	0	hard-core	35	19
14	1246	soft-core	35	19
971958	3914452	accessory	35	19
1837638	2264096	exclusive	35	19
2769269	6089801	pan	36	0
0	0	hard-core	36	0
16	1495	soft-core	36	0
984058	3911373	accessory	36	0
1785195	2176933	exclusive	36	0
2887228	6391018	pan	36	1
0	0	hard-core	36	1
14	1438	soft-core	36	1
1007105	4075430	accessory	36	1
1880109	2314150	exclusive	36	1
3000382	6742739	pan	36	2
0	0	hard-core	36	2
12	1144	soft-core	36	2
1062805	4363768	accessory	36	2
1937565	2377827	exclusive	36	2
2823592	6360971	pan	36	3
0	0	hard-core	36	3
14	1323	soft-core	36	3
1022168	4160636	accessory	36	3
1801410	2199012	exclusive	36	3
2852182	6210033	pan	36	4
0	0	hard-core	36	4
14	1293	soft-core	36	4
982121	3912926	accessory	36	4
1870047	2295814	exclusive	36	4
2764042	5959332	pan	36	5
0	0	hard-core	36	5
15	1486	soft-core	36	5
942904	3720011	accessory	36	5
1821123	2237835	exclusive	36	5
2982604	6700440	pan	36	6
0	0	hard-core	36	6
10	988	soft-core	36	6
1058367	4342300	accessory	36	6
1924227	2357152	exclusive	36	6
2695435	5760469	pan	36	7
0	0	hard-core	36	7
11	1073	soft-core	36	7
911872	3573740	accessory	36	7
1783552	2185656	exclusive	36	7
3077786	7090578	pan	36	8
0	0	hard-core	36	8
18	1677	soft-core	36	8
1123444	4688512	accessory	36	8
1954324	2400389	exclusive	36	8
2809303	6269037	pan	36	9
0	0	hard-core	36	9
12	1223	soft-core	36	9
1007646	4068240	accessory	36	9
1801645	2199574	exclusive	36	9
3032683	6851802	pan	36	10
0	0	hard-core	36	10
18	1731	soft-core	36	10
1080152	4444885	accessory	36	10
1952513	2405186	exclusive	36	10
2829003	6241810	pan	36	11
0	0	hard-core	36	11
14	1259	soft-core	36	11
1002400	4014786	accessory	36	11
1826589	2225765	exclusive	36	11
2939067	6599367	pan	36	12
0	0	hard-core	36	12
15	1431	soft-core	36	12
1045379	4272436	accessory	36	12
1893673	2325500	exclusive	36	12
2659345	5605852	pan	36	13
0	0	hard-core	36	13
11	1050	soft-core	36	13
878686	3410167	accessory	36	13
1780648	2194635	exclusive	36	13
2934792	6510013	pan	36	14
0	0	hard-core	36	14
13	1247	soft-core	36	14
1026289	4168835	accessory	36	14
1908490	2339931	exclusive	36	14
2761303	6055741	pan	36	15
0	0	hard-core	36	15
11	1128	soft-core	36	15
962264	3852315	accessory	36	15
1799028	2202298	exclusive	36	15
2758168	5932527	pan	36	16
0	0	hard-core	36	16
15	1441	soft-core	36	16
937980	3695905	accessory	36	16
1820173	2235181	exclusive	36	16
2810298	6087873	pan	36	17
0	0	hard-core	36	17
12	1157	soft-core	36	17
958789	3811154	accessory	36	17
1851497	2275562	exclusive	36	17
2355956	4841435	pan	36	18
0	0	hard-core	36	18
10	992	soft-core	36	18
785079	2948846	accessory	36	18
1570867	1891597	exclusive	36	18
2593879	5400228	pan	36	19
0	0	hard-core	36	19
13	1205	soft-core	36	19
850945	3264907	accessory	36	19
1742921	2134116	exclusive	36	19
2966606	6625999	pan	37	0
0	0	hard-core	37	0
11	1137	soft-core	37	0
1054195	4278049	accessory	37	0
1912400	2346813	exclusive	37	0
2671718	5616559	pan	37	1
0	0	hard-core	37	1
13	1213	soft-core	37	1
882898	3421489	accessory	37	1
1788807	2193857	exclusive	37	1
2874040	6451522	pan	37	2
0	0	hard-core	37	2
15	1510	soft-core	37	2
1029670	4181596	accessory	37	2
1844355	2268416	exclusive	37	2
2886617	6330485	pan	37	3
0	0	hard-core	37	3
14	1386	soft-core	37	3
995109	3996283	accessory	37	3
1891494	2332816	exclusive	37	3
2941714	6490458	pan	37	4
0	0	hard-core	37	4
11	1149	soft-core	37	4
1031559	4148930	accessory	37	4
1910144	2340379	exclusive	37	4
3030642	6869170	pan	37	5
0	0	hard-core	37	5
15	1488	soft-core	37	5
1086993	4481582	accessory	37	5
1943634	2386100	exclusive	37	5
2938610	6654518	pan	37	6
0	0	hard-core	37	6
11	1131	soft-core	37	6
1075154	4382464	accessory	37	6
1863445	2270923	exclusive	37	6
2883033	6428728	pan	37	7
0	0	hard-core	37	7
11	1122	soft-core	37	7
1020604	4143679	accessory	37	7
1862418	2283927	exclusive	37	7
2948921	6698262	pan	37	8
0	0	hard-core	37	8
15	1462	soft-core	37	8
1081517	4417625	accessory	37	8
1867389	2279175	exclusive	37	8
2667044	5742636	pan	37	9
0	0	hard-core	37	9
13	1272	soft-core	37	9
915341	3602973	accessory	37	9
1751690	2138391	exclusive	37	9
2881800	6400599	pan	37	10
0	0	hard-core	37	10
11	1116	soft-core	37	10
1025013	4125997	accessory	37	10
1856776	2273486	exclusive	37	10
2778251	5996010	pan	37	11
0	0	hard-core	37	11
11	1111	soft-core	37	11
953371	3755738	accessory	37	11
1824869	2239161	exclusive	37	11
2755878	5940133	pan	37	12
0	0	hard-core	37	12
13	1286	soft-core	37	12
943276	3713100	accessory	37	12
1812589	2225747	exclusive	37	12
2769194	5921713	pan	37	13
0	0	hard-core	37	13
10	975	soft-core	37	13
933177	3666961	accessory	37	13
1836007	2253777	exclusive	37	13
2797281	6076388	pan	37	14
0	0	hard-core	37	14
13	1235	soft-core	37	14
956588	3806492	accessory	37	14
1840680	2268661	exclusive	37	14
2851525	6308079	pan	37	15
0	0	hard-core	37	15
11	1120	soft-core	37	15
995318	4022478	accessory	37	15
1856196	2284481	exclusive	37	15
3025074	6900275	pan	37	16
0	0	hard-core	37	16
13	1327	soft-core	37	16
1095045	4526455	accessory	37	16
1930016	2372493	exclusive	37	16
2992120	6801097	pan	37	17
0	0	hard-core	37	17
11	1166	soft-core	37	17
1075095	4438892	accessory	37	17
1917014	2361039	exclusive	37	17
2747224	5915740	pan	37	18
0	0	hard-core	37	18
14	1332	soft-core	37	18
935310	3688643	accessory	37	18
1811900	2225765	exclusive	37	18
2945398	6561929	pan	37	19
0	0	hard-core	37	19
15	1505	soft-core	37	19
1046921	4226142	accessory	37	19
1898462	2334282	exclusive	37	19
2995410	6803256	pan	38	0
0	0	hard-core	38	0
16	1724	soft-core	38	0
1090396	4463410	accessory	38	0
1904998	2338122	exclusive	38	0
2848711	6216203	pan	38	1
0	0	hard-core	38	1
14	1375	soft-core	38	1
990679	3935981	accessory	38	1
1858018	2278847	exclusive	38	1
2910747	6400575	pan	38	2
0	0	hard-core	38	2
13	1301	soft-core	38	2
1017158	4079626	accessory	38	2
1893576	2319648	exclusive	38	2
2832114	6186372	pan	38	3
0	0	hard-core	38	3
9	890	soft-core	38	3
978382	3906170	accessory	38	3
1853723	2279312	exclusive	38	3
3036771	6843195	pan	38	4
0	0	hard-core	38	4
11	1134	soft-core	38	4
1086906	4449070	accessory	38	4
1949854	2392991	exclusive	38	4
2960034	6634658	pan	38	5
0	0	hard-core	38	5
13	1376	soft-core	38	5
1062189	4303834	accessory	38	5
1897832	2329448	exclusive	38	5
3033086	6991814	pan	38	6
0	0	hard-core	38	6
15	1656	soft-core	38	6
1114180	4633329	accessory	38	6
1918891	2356829	exclusive	38	6
2947795	6499054	pan	38	7
0	0	hard-core	38	7
12	1125	soft-core	38	7
1031955	4145751	accessory	38	7
1915828	2352178	exclusive	38	7
2818124	6102314	pan	38	8
0	0	hard-core	38	8
13	1344	soft-core	38	8
976056	3840134	accessory	38	8
1842055	2260836	exclusive	38	8
2849027	6170359	pan	38	9
0	0	hard-core	38	9
9	895	soft-core	38	9
975850	3867465	accessory	38	9
1873168	2301999	exclusive	38	9
2930578	6652714	pan	38	10
0	0	hard-core	38	10
14	1482	soft-core	38	10
1060668	4351563	accessory	38	10
1869896	2299669	exclusive	38	10
3033727	6838283	pan	38	11
0	0	hard-core	38	11
12	1230	soft-core	38	11
1090831	4461230	accessory	38	11
1942884	2375823	exclusive	38	11
2894437	6428366	pan	38	12
0	0	hard-core	38	12
11	1098	soft-core	38	12
1026276	4134217	accessory	38	12
1868150	2293051	exclusive	38	12
2971901	6642848	pan	38	13
0	0	hard-core	38	13
15	1408	soft-core	38	13
1057791	4293818	accessory	38	13
1914095	2347622	exclusive	38	13
2880968	6360339	pan	38	14
0	0	hard-core	38	14
12	1250	soft-core	38	14
1008729	4053036	accessory	38	14
1872227	2306053	exclusive	38	14
2839363	6318551	pan	38	15
0	0	hard-core	38	15
11	1219	soft-core	38	15
1022181	4099872	accessory	38	15
1817171	2217460	exclusive	38	15
2960341	6760801	pan	38	16
0	0	hard-core	38	16
15	1453	soft-core	38	16
1075770	4443025	accessory	38	16
1884556	2316323	exclusive	38	16
2830826	6180837	pan	38	17
0	0	hard-core	38	17
12	1300	soft-core	38	17
984981	3915365	accessory	38	17
1845833	2264172	exclusive	38	17
3023923	6888015	pan	38	18
0	0	hard-core	38	18
12	1280	soft-core	38	18
1097462	4528424	accessory	38	18
1926449	2358311	exclusive	38	18
2663243	5788025	pan	38	19
0	0	hard-core	38	19
11	1057	soft-core	38	19
942797	3698388	accessory	38	19
1720435	2088580	exclusive	38	19
2946482	6629407	pan	39	0
0	0	hard-core	39	0
11	1269	soft-core	39	0
1055283	4301374	accessory	39	0
1891188	2326764	exclusive	39	0
2922153	6561262	pan	39	1
0	0	hard-core	39	1
13	1474	soft-core	39	1
1064790	4292764	accessory	39	1
1857350	2267024	exclusive	39	1
3034784	6941669	pan	39	2
0	0	hard-core	39	2
13	1462	soft-core	39	2
1118914	4589610	accessory	39	2
1915857	2350597	exclusive	39	2
2994004	6711267	pan	39	3
0	0	hard-core	39	3
7	806	soft-core	39	3
1069972	4350841	accessory	39	3
1924025	2359620	exclusive	39	3
3052999	6957832	pan	39	4
0	0	hard-core	39	4
7	860	soft-core	39	4
1110795	4574441	accessory	39	4
1942197	2382531	exclusive	39	4
3141233	7273361	pan	39	5
0	0	hard-core	39	5
11	1239	soft-core	39	5
1158240	4841579	accessory	39	5
1982982	2430543	exclusive	39	5
2956087	6689016	pan	39	6
0	0	hard-core	39	6
10	1156	soft-core	39	6
1071837	4371483	accessory	39	6
1884240	2316377	exclusive	39	6
3193556	7520482	pan	39	7
0	0	hard-core	39	7
17	1852	soft-core	39	7
1208289	5084216	accessory	39	7
1985250	2434414	exclusive	39	7
3007478	6788413	pan	39	8
0	0	hard-core	39	8
10	1161	soft-core	39	8
